Age,PRS10,rs
18,0.388040286,-0.559372551
18,0.269042896,
18,-0.052968197,
21,0.183143067,
21,0.249419139,
23,0.341301671,
26,0.020740147,
26,-0.318912383,
26,0.164967382,
29,0.384182358,
30,0.146745143,
30,0.22348177,
37,0.110539907,
37,0.242075526,
38,-0.260802315,
38,-0.157493258,
39,-0.66525675,
39,-0.243584631,
39,-0.057261414,
40,-0.092080226,
40,-0.086356515,
41,0.336960843,
41,-0.489825221,
41,-0.579603288,
43,0.011947067,
43,-0.157092454,
