,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A
A0A1B0GUC4,-0.487521025,1.370238362,-0.393308408,0.698463016,-0.846344693,1.394549344,0.556281367,-0.050167688,-1.309403282,-0.020103093,0.15455472,-0.071103319,1.444728189,0.452080363,-0.209438235,0.457632829,0.021113411,-0.229089204,0.918507427,0.845294776,-0.265029131,-0.256841964,0.268222819,0.379382596,0.806718344,0.083310549,0.107234702,0.453442415,-0.106920294
A0A1W2PR48,-0.288906623,-0.270262977,0.218396496,-0.07439313,-0.796731332,-0.227189568,0.057695275,0.124031548,-0.259037325,0.095902685,0.342527695,-0.112921968,-0.421179365,-0.055532167,-0.134347682,-0.146615966,-0.394852496,-0.078940816,0.343051159,0.311654567,-0.198765475,-0.367658857,0.5777771,-0.433423389,0.014054413,0.051221206,-0.153547912,0.28852547,0.376107503
A0AVT1,-0.183089646,0.009162016,0.219490001,0.243852394,-0.650616921,0.307061717,0.105183744,-0.140670549,-0.013656059,0.502161874,0.402708112,0.330147606,-0.71551007,-0.393270577,0.383358654,-0.557862505,0.175060826,0.038464925,-0.11264483,-0.410222927,-0.674477518,0,0.252648242,0.041923411,0.459560079,0.020115188,0.155772855,-0.346303246,1.062062404
A0MZ66,0.278933442,-0.810376513,-0.530669572,0.002628545,-0.762640344,0.335529136,-0.177533979,-0.673461881,-0.213961031,-0.397110665,0.34135776,-0.370558499,0.241470329,0.28161477,-0.628098697,-0.130651796,0.162329619,-0.343381357,0.262542287,0.526249698,-0.195388619,0.254387711,0.1042935,-0.046248524,0.39635951,0.506051365,0.728457432,-0.154373128,0.459238646
A4D1E9,-0.875324691,-0.725341321,0.476799288,-0.111156525,-0.01619096,-0.944347302,-1.137961148,-0.041994297,0.404823012,-0.648387837,0.637373127,-0.133379653,-0.128150727,-1.317911247,-0.487960381,0.496618826,-0.040185038,1.205054153,-0.160592107,-0.86204243,0.347835473,-0.127049642,-0.056114099,0.520531692,1.300979357,-1.117816951,-0.097371349,0.742854715,0.705312605
A6ND01,1.007587256,-0.918283263,0.834234823,1.627735533,-0.381509703,-0.323675907,0.542290541,-0.661863767,-0.537074541,-0.440502896,1.188561371,0.865142994,1.068169568,-0.683917967,-1.024898729,-0.058327921,-0.135568676,0.228310948,0.736804794,-0.379612266,0.242439464,-1.095880635,-0.458519529,-0.267990371,0.189030736,0.991994079,-0.025942485,0.297478738,-0.759455612
A6NDG6,1.15597283,0.711159862,0.758852626,0.68181763,-3.106641726,-0.953597716,0.109448925,-0.836125981,-0.39703337,-0.588117468,0.886084086,0.245892825,-1.94035327,-0.025424543,-0.403685891,0.271521005,-0.224438126,-0.129213461,0.714057584,-0.621931272,0.443057662,NA,0.171505545,-0.171809339,1.127084946,0.832514156,NA,0.438934141,-0.155580438
A6NDX5,-0.01250369,-0.373159489,-0.292575453,-0.444790748,-0.644668738,0.13495635,-0.397398092,0.329966072,-0.166024016,-0.769160282,0.178557512,-0.199103348,-0.54974841,0.064236131,-0.1649809,0.051869833,0.053258764,0.228417744,0.087693091,-0.070983302,-0.113745809,0.87020725,0.39092129,0,-0.260890951,0.385584591,0.279174316,0.391160448,0.353462068
A6NGQ2,-0.135056299,0.310845944,-0.333751688,-0.723034851,-0.395782663,0.423753243,-0.000703594,0.114265925,0.539921467,-0.13240672,0.392342267,-0.250160161,-0.037234307,-0.059545879,-0.007013723,-0.115317996,-0.212713008,0.102956272,-0.266060315,-0.1590945,0.176896899,-0.388751459,-0.650187069,0.132052921,-0.017694549,0.252102583,-0.845765597,0.304591054,-0.789135369
A6NKN8,-1.662425271,-0.720058328,-0.975694807,-0.528614574,-0.614183326,-0.136089555,-0.412149242,-1.551925527,-0.213319494,-1.240950692,-0.748900329,-1.179042787,-0.198554039,0,-0.15018827,0.124076479,-0.155340461,0.784928014,1.120991688,-0.270806761,0.646912178,0.189920901,0.382241092,0.335333674,0.404673533,0.327907995,1.523834775,1.209246653,1.103444359
A6NMX2,1.002008893,0.580002439,0.460521817,-0.873180111,-0.007523334,-1.143049731,0.384088721,0.614397354,-1.09038134,0.189618627,0.285904727,0.190626108,0.054878675,0.00852054,0.053470434,-0.844248005,0.126259034,0.068227525,-0.653175335,0.06226424,-1.103384551,0.38404962,-0.41341659,-0.260817677,-0.005873315,0.636900187,0.29191188,-1.402897798,-0.526521242
A6NNZ2,-1.70780767,-0.324490469,-2.165947564,-1.657176985,NA,1.049856611,-1.495136154,-0.539591499,-1.487527038,-1.133219118,-1.64737139,-0.401629668,0.43893797,0.645558588,1.001655125,0.324843589,0.362397574,0.975059512,0.513844274,-0.181330139,0.441633814,-2.23527274,-0.546645007,-0.184148838,-0.554996768,0.85277455,-0.628601526,-1.265011026,-0.499364981
A8MVS5,-0.534371744,0.32955579,-0.636209195,-1.451512359,0.449009875,1.547188195,0.613854531,-0.758870991,8.07E-05,-0.402245904,0.396133674,-0.557538761,0.776026393,-0.06642937,-0.856690895,-0.159138124,0.7473253,0.48143546,-0.697047097,0.094395788,0.901117913,NA,-0.057138022,0.620396299,0.713105101,0.138947591,1.012582663,0.621654572,0.505695034
C9JE40,0.467744416,0.780437348,1.058158096,0.491959976,0.503519132,-1.149165675,0.594116666,0.161815181,-0.1353532,-0.130222941,0.250992764,0.545103883,-0.222529839,-0.137212847,0.50395641,0.337902917,-0.495466627,0.156967948,0,0.052162501,-0.091049964,-0.984216193,0.015853851,-0.199102878,0.027785123,0.162122075,-0.523882305,-0.197177689,-0.742400749
E9PAV3,-0.37727249,0.72382293,-0.302192574,-0.443339271,-0.962831102,-0.354858627,0.197213883,0.481439179,-0.263166401,1.0871821,0.5997727,0.263516952,-0.543775657,0.601414905,0.037966564,-0.614502848,-0.00171437,-0.390773842,-0.796527629,0.09132914,-0.208764692,-0.815724427,-0.249919418,0.016476981,0.121060191,0.525910714,0.548865287,-0.618482935,0.071710583
L0R6Q1,0.303305746,-0.359338565,-0.773191284,-0.088405151,0.243592466,0.63194439,-0.250817448,0.86434604,-0.562184282,-0.01046211,0.06758873,-0.593726116,0.472809015,-0.398581565,0.421316023,-0.34957109,-0.299579208,0.405133462,-0.211463043,-0.414589402,-0.382698193,-0.52918469,0.565635982,-0.499149015,0.010386787,0.533027968,0.694193643,0.200293097,-0.072328612
O00154,-0.023344942,0.164619442,0.146555204,-0.105774651,0.60122554,0.461903875,0.31201753,0.060185617,-0.312661344,-0.628484953,-0.573955122,-0.434363941,-0.123435273,-0.34020221,0.140661873,-0.038562677,-0.65813257,0.558312384,-0.125221704,0.239361113,0.274695717,-0.27090796,0.101688815,-0.02256206,0.29051985,0.003950074,-0.207469313,-0.142920449,0.245090901
O00170,-0.138796222,0.485603961,0.262851465,0.1474832,-1.274135789,-1.757528942,0.222673579,-0.250943163,-1.477215107,0.057082964,0.137039931,0.270246839,0.61953931,0.270948667,-1.009362572,0.23624332,-0.126754054,0.069164498,-0.315031115,0.065620262,1.076307854,0.252645687,-0.395800718,-0.1103675,0.900804304,-0.396441044,-0.430200878,0.359781674,0.750754823
O00186,-0.076778305,-0.573110937,0.095882446,-0.403216035,-0.52450229,NA,-0.051287488,-0.051203175,-0.599268049,-0.463389216,0.675921508,-0.050317234,0.377233947,1.016182134,NA,NA,-0.280007905,0.28861565,0.187336573,0.324663828,0.426494646,NA,-1.752940796,-0.792568705,0.630877985,0.990007,-0.443144153,0.215417529,-0.131479046
O00203,1.000545692,1.306641571,0.834161867,0.476853733,-0.494924813,-3.195988845,-1.531666311,0.256546815,0.564217459,-0.278036557,-0.07129005,0.061987313,-0.173038386,-1.013055564,0.112804539,0,0.791374994,0.441587789,0.605047385,-0.075770928,NA,1.62252483,0.288324251,-0.859963245,-1.537464407,-0.618607829,-0.025676515,-0.192294263,0.684708923
O00214-2,-0.509097678,-0.936381596,0.060423872,0.451580303,0.082771431,-1.513430109,0.3849794,-0.587620104,0.146642718,0.138950818,0.462029584,-1.169354482,-0.046128573,-0.157744073,0.506009879,-0.047816344,-0.375602171,0.069185885,0.377980425,0.340348094,-0.453415426,0.817453922,-0.117259995,0.075386103,-0.111105458,0.956395162,0.364259161,0.555260214,0.911547227
O00217,-0.383428565,-1.274601288,-0.86431099,0.40298165,0.272284011,NA,-0.238713093,-1.131216778,-0.322577492,-0.561115441,-1.050433165,-0.156810487,0.541795899,-0.326346061,-3.195070651,-0.102147354,-0.372104675,0.49299278,0.628306867,-0.592713052,0.020847478,NA,0.129888178,0.424139375,0.663218903,0.142913428,-0.476675481,0.882525564,0.248681258
O00231,-0.558219577,0.399959575,0.137649081,0.235269842,-0.002607888,0.132092955,0.077522333,-0.068857741,-0.058454103,0.519898923,-0.004042287,0.331984172,-0.367232415,-0.153011923,-0.049723698,-0.43173951,0.124722492,0.064745723,-0.188651429,-0.13393582,0.032541833,0.041749184,0.111707354,-0.0104522,-0.116076466,0.122958687,-0.399683838,-0.311464624,0.01901382
O00232,-0.930144815,0.392885438,0.89560855,-0.231369368,-0.756129499,-0.392959407,0.307014494,-0.586030943,0.221666125,0.009282407,-0.393715076,0.439543467,0.437129758,0.19376692,-0.012497109,-0.539587691,0.84675119,-0.815214847,-0.902488618,-0.245084857,-0.616237728,NA,-0.056791132,0.212682006,-0.122771881,0.364036349,0.081989392,-0.114909538,-0.054612186
O00244,0.189046483,0.997880912,-1.179799017,0.89638395,-0.731849386,-0.195688974,1.396136369,0.757057739,-0.766725738,0.068496253,-0.803702183,0.48985429,0.640528527,0.500485805,-0.910884596,0.298877137,0.352259486,0.067582733,0.150066705,0.532306067,-0.265109015,-0.464712014,0.87671624,1.085653116,-0.558522954,0.655855909,0.612710001,-0.40956114,0.050088609
O00273,-1.084383199,-2.819144667,-0.433915611,-0.057949183,NA,NA,-0.518689543,0.02412223,-0.28724855,-1.949496517,0.503770197,0.652335661,-1.812542702,-0.101174975,-0.411247286,0.459775259,-0.300896593,0.248382888,-0.196070263,0.911003607,1.112469811,0.821159102,1.025155548,-0.333963616,0.87567025,-0.942841318,-0.060103261,-0.603892994,0.232915722
O00330,-0.872889733,0.131638415,0.333730991,0.295681276,-0.266270223,0.91041341,0.735761147,-0.248358682,0.302590558,0.263135564,0.085508488,-0.018993576,-1.139846948,0.770775943,-0.358824826,-0.139457365,0.802068744,-0.213629753,0.342063429,-0.163851252,-0.183245024,0.697132755,-0.034258015,-0.217450227,0.219047933,-0.097588991,-1.247959578,0.208186055,-0.393355844
O00425,0.877202618,-0.080987545,0.39143112,-0.631209566,0.157204172,-1.210035542,0.239383959,0.39851993,-0.411835709,0.036823471,-0.367739845,0.289470531,-0.124011699,-0.071589436,-0.005867969,-0.332202271,-0.289583142,0.200360586,-0.2089997,-0.280947937,-0.502903512,-0.019646281,0.125667903,-1.05616408,-0.097340155,0.070449852,-0.241308211,-0.642021771,-0.618832774
O00429,-0.760640239,-0.549154171,-0.079797798,-0.070043074,-0.121438997,-0.244902462,0.14294983,-0.038831706,0.365496632,0.094636074,0.467533694,-0.345954127,-0.203862279,-0.147609213,-0.763362834,0.123431488,-0.183839273,0.313425892,0.192955661,-0.188246632,0.413675308,0.535818524,0.587170293,0.147630847,-0.087933643,0.550270063,0.503992021,-0.287642416,0.541960728
O00442,1.09148059,0.309917822,-0.275471779,0.580070371,0.099274031,0.99679907,0.716097739,0.455090606,0.459506081,-0.415792011,-0.760169988,0.002707852,-0.219768137,-0.517420207,-0.309191572,-0.211149818,0.938764243,0.332314626,0.478627571,0.825785902,-0.576529309,-1.290476639,0.464693445,-0.27678358,0.155662698,-0.002712944,-0.20333328,0.254552498,0.104960228
O00483,1.257031155,-1.64572516,-1.023057847,0.229143306,-1.172314256,-0.426441032,-0.041541514,0.838965535,-0.093094933,-0.487010107,-1.796030656,-0.109985438,-2.781573704,-0.043465738,-0.190065377,-0.1672683,0.333486759,1.667479128,0.590577185,NA,-2.543444981,NA,-0.768196609,0.389142196,0.173185905,-1.104508955,0.945151508,0,0.350515075
O00487,0.057607689,-0.180141137,0.02105224,0.588026922,0.100706698,-0.081784833,0.44587247,-0.149571765,-0.153721993,0.338557788,-0.351971726,0.543436333,-0.598646889,-0.282287017,-0.21607841,-0.189549147,0.083683333,0.351996764,0.022332243,0.400229321,-0.435493074,-0.212921574,0.141038116,0.214907171,0.523966318,-0.468307983,0.209259971,-0.400437153,-0.493347627
O00515,0.371574567,0.33802225,0.313772025,-0.038549439,0.36970127,0.426901154,0.630132095,0.31117008,0.072197708,-0.24343103,0.348381212,0.075490031,0.225547598,-0.222254871,-0.099704798,-0.151820274,-0.453865118,-0.27186241,-0.708750946,-0.419857928,0.307858204,0.369124115,0.183155448,-0.140897275,-0.141572464,-0.735647244,0.189360463,-0.387610131,0.011299934
O00534,-0.154544958,0.596193785,-0.051772115,0.091803893,-0.761475496,-0.373114537,0.309146671,0.400645131,0.564593458,0.143392085,-0.547731398,-0.804099973,-0.429994847,-0.308555549,-0.526578622,0.290029087,0.179335449,0.357917856,0.148910351,0.129588614,0.090389266,0.091111284,0.005674583,0.632818176,-0.203091307,0.466583928,0.542284272,-0.18727203,0.362111665
O00560,-3.66941167,-0.923311976,-0.147944089,-0.509953791,-1.609970096,-1.121095151,-0.724644101,1.523640223,0.248288638,-1.050951899,-0.983687947,-0.572272093,-0.616719652,0.334198258,0.067299701,0.231750671,0.557496493,0.594026937,0.391759687,0.913099671,0.326484953,1.016751801,0.132451658,-0.303262242,0.875290234,0.025816421,0.346551574,0.056246801,-0.385311581
O00571,-0.887472762,-0.257032193,0.473616783,0.070359614,0.114612412,-0.640795041,-0.003374799,0.128323553,-0.081419959,-0.449802675,0.12161868,0.179327157,-0.471672246,0.216198408,-0.141396582,0.586923325,-0.198435038,-0.527891915,-0.801403424,0.05454766,-0.521144427,-1.491563579,0.460517815,-0.302166943,-0.157011585,-0.171314647,-0.127046894,-0.189155448,0.174053521
O00592,0.011600166,-0.011694196,-0.057288762,0.037361956,0.178178633,-0.518415741,0.216652324,0.415430831,-0.206355755,-1.041196511,-0.737946599,0.511211601,-1.22220257,0.348053284,0.020620968,-0.976647557,-0.441976002,0.23848141,0.594998412,-0.455556679,-1.288849273,-1.203305733,0.839391035,-0.184230326,0.91961496,0.667206865,-0.71383046,0.394145417,-0.83983835
O00764,-0.639878393,-0.74979859,-0.553409222,0.107366032,0.790375832,0.124655943,-0.612439634,0.533319094,0.33378349,-0.749029595,0.134124041,0.129689976,0.229541117,-0.96629906,-0.059400709,0.260850433,-0.076284381,0.041783577,0.17090953,-0.271153291,0.648143996,0.212632746,0.13866626,-0.28132869,0.562625032,0.078607532,0.353240183,-0.278043699,0.651035843
O14561,NA,1.228848309,-1.085306497,-0.758497518,0.148587061,-0.812452071,-1.474169482,0.428086129,-0.121355738,0.335521714,1.388806791,-1.083556407,NA,-1.702293417,1.047522911,0.568910714,0.030157736,-1.032897132,-0.059514285,-0.875127141,0.082856043,1.052820854,0.218734336,0.625913885,NA,-0.902561429,-0.805734128,-1.759025643,0.631903632
O14562,0.473980945,0.015844569,-0.111855919,-0.190644109,-0.594575065,0.062463226,-0.20789931,-0.542464519,0.551394953,-0.554401743,-0.77216235,0.161326122,1.543892717,0.338716219,-0.016020518,0.596981776,0.373625671,0.302813083,0.454222592,0.017673674,1.1598015,0.369052699,0.024224128,-0.986890943,0.579615246,-0.468316928,0.776427062,-0.024488908,0.46454261
O14578-3,0.688752923,-0.745771537,0.594240161,-0.218583477,0.594371751,-0.01916226,-0.482647245,0.715614939,0.362907328,-0.244334581,0.422297886,-0.51970909,0.890782984,0.220098025,-0.34035174,-0.230830613,0.007996091,-0.092079286,0.260042196,-0.029815849,-0.633695128,NA,-0.234885466,-0.221412888,-0.293581002,-0.89990565,0.049078601,0.335934311,-0.293833972
O14578-4,-0.250842119,-1.822704801,0.634540748,-0.298931251,-1.547236518,-1.403159981,0.045355561,0.260396938,-1.187740767,NA,-0.034016858,1.066866015,0.349811651,-0.528053099,-0.339840438,-1.529534851,-0.779985525,0.548127722,0.33913798,-0.283679794,0.000589511,0.092497002,-0.495676397,-0.83951806,-0.797911334,-1.049246068,-0.723586147,-1.134597329,0.018368029
O14579,-0.273781203,-0.943356591,0.246989095,0.274777636,-1.776218795,-0.263043138,0.771055126,0.382528276,-0.428149282,-0.785653531,-1.211251089,-0.144306972,-0.704877066,0.000660232,0.673728722,-0.016159486,0.269957162,-0.424215844,0.084321553,0.009387169,-0.359566679,0.131136731,0.681078657,-0.171761485,-0.209730573,-0.250223434,0.234424229,-0.031081595,-0.997150933
O14618,0.37427071,1.114029379,1.125258293,0.517874338,0.838061036,-0.714010135,0.332405284,-0.337139434,0.884713689,0.957790745,0.83314038,-0.441697346,0.835401233,-0.198261103,-1.719305518,1.028279981,0.041773185,0.579562615,-0.973432378,-2.521186542,1.192090556,-0.821526904,-1.019217729,0.632725377,-0.861245177,0.447750396,0.146389661,-1.117182778,-0.780565127
O14737,0.052711614,-0.482438173,-0.418086921,-0.303965823,-1.506792878,0.460162144,0.297706202,-0.278065397,-0.712094892,-0.600888195,-0.391187306,0.037689603,0.471111154,0.615692719,-0.445834015,0.110950609,0.301930563,0.49146525,0.255759195,0.13709877,0.518237054,0.237961542,-0.11739699,0.500483298,0.234846243,0.509981796,0.293944851,0.44499951,0.071517695
O14745,-0.044975706,0.101094566,-0.157820552,0.193440081,0.023452782,-0.162342129,0.07822404,0.1432846,0.092206766,-0.692532222,0.381115677,0.111559256,-0.577163595,-0.589306996,0.150721123,-0.377348194,0.046470603,-0.073560769,0.40568282,0.288928411,0.212486338,0.002422376,-0.156987991,-0.164678861,0.37306083,0,-0.252512818,-0.125937826,-0.081266788
O14804,-0.09591205,0.28187117,0.679066643,0.11158734,0.584526761,0.637755341,0.194226598,NA,-0.667361126,NA,0.087824849,-0.595474259,0.0430461,0.475308295,0.635698099,-0.089271278,-0.274237849,NA,-0.077523963,NA,-0.107739298,0.588879948,-0.436546717,0.227885829,-0.548955325,-0.173505659,NA,-1.391987503,-0.00814321
O14818,-0.403689658,-0.138000267,-0.861866642,-0.306140118,0.006776351,0.026351564,-0.426871191,0.263081952,-0.270347428,0.803650357,0.103548745,-0.330985268,0.183040073,-0.112131031,-0.451571057,0.779969836,-0.109881691,0.628318854,0.296672397,-0.166636231,-0.570734691,0.142177406,-0.459057507,-0.212691161,0.308983686,-0.588783101,0.225043183,0.47501739,0.402804487
O14908,-0.169171339,0.413351773,0.229508422,0.84529522,1.408800108,1.140072886,0.810143178,0.546692302,0.583760268,-0.444270623,0.422852866,0.425771751,1.788643335,0.384485193,-0.395046219,0.978718049,-0.74691364,0.145343417,0.499966435,0.490575684,1.092679802,1.443050086,-1.404791161,-0.026033195,-0.726529864,-0.581988545,0.238950567,0.261597435,-0.962048524
O14949,NA,1.296523625,-0.227835541,0.11511673,0.905622329,0.392210919,-1.135138057,-3.911440266,-0.956230329,-0.197922253,0.7947836,0.256680606,0.492034024,-0.805348577,0.097878357,0.960439191,-0.136225465,-2.393352606,-0.996673091,-0.265557284,0.384981132,NA,-1.823635861,0.749915114,0.98015441,0.894335311,NA,1.172667241,-1.139595448
O14964,-1.939799093,-0.722095242,0.234036883,-1.257827634,0.402071213,1.585813156,0.001974336,0.568206988,NA,-0.575656915,1.359191192,0.586332402,-1.600964327,1.50168711,0.226241295,0.866728855,0.221010636,0.014141103,-0.263736342,-0.48236166,NA,0.20238317,-0.45098916,0.29194229,-0.785271273,-0.883407,-0.356332021,0.486188093,-0.207397356
O14965,-1.117561774,-0.733807805,-1.610372678,-1.943397214,-1.366496746,0.619237405,-1.337171104,-1.186175679,-0.029814548,-1.145382512,-1.287063666,-1.263190638,-0.353216209,0.66139021,0.445252784,0.424271722,-0.137990317,0.230765693,0.157472115,0.193351888,-0.028379476,0.593804633,0.48618768,0.237764149,0.353329233,0.280249303,0.244002027,0.416710043,0.261578348
O14980,-1.23151095,0.953125717,-0.255645952,0.323697976,0.333522429,-0.100432432,-0.286766649,-1.472380864,0.352926997,0.224636521,-0.630136442,0.205157598,-0.954601597,-0.669301852,0.051178749,-1.085709244,-0.499534837,0.292736004,-0.316294056,0.420990366,-0.069634812,-0.932139255,0.310290129,-0.242586871,-1.014350322,-1.4758708,-2.257674584,-0.171647433,0.605431342
O15116,-0.008431508,-0.666096676,0.179765579,0.159828334,-0.389140796,0.088476288,0.116421778,-0.680056773,-0.100721362,-0.582736523,-0.305370819,-0.224926568,0.895809302,-0.26506986,-0.233433646,0.086479015,-0.361406634,-0.815144521,-0.209996484,0.494267733,0.331781081,-1.043649803,-0.045303139,-0.35477262,0.539418767,-0.394027677,-0.453432515,0.313120584,0.08513081
O15126,-0.803725997,0.982969142,-0.342262186,0.073055669,-0.515476963,1.288214047,-0.06249905,0.720615526,0.296218586,-0.268231513,NA,-0.600623585,0.351165091,0.331921924,0.226086844,0.08669225,0.017137551,0.976859265,-0.708389334,-0.469320167,-0.243024038,NA,-0.771926056,-0.031625741,-0.064835882,-1.45143934,-0.019056678,0.78670972,-2.507540663
O15143,0.261692412,0.716376495,0.531212302,-0.274514656,0.218121558,0.195022423,0.838702915,0.025019382,-0.074287332,-0.444557229,-0.278745567,0.286694452,-0.753528814,0.28045502,-1.320667058,0.017847973,0.223683126,0.028614713,-0.302272801,0.477866655,0.333330154,0.455879993,0.033254418,-0.816990732,0.100937344,0.004706499,0.41666306,-0.510598016,-0.153316036
O15144,0.340300573,0.049749061,0.471376086,0.012010667,0.129514441,0.309682575,0.72039419,0.313626573,0.313696933,0.872955022,-0.016033745,0.357187594,-1.412289769,-0.103353255,-0.17142714,-0.017658977,-0.367949272,0.180295547,-0.011830512,-0.966910841,0.225898085,1.116557282,0.626333158,-0.265414433,1.419799487,-0.748607387,-0.718543334,-0.76782547,-0.155231725
O15145,0.589017871,0.226017491,0.302105538,-0.154182697,-1.344104706,0.827877178,0.693646423,0.017334474,-0.326915305,0.052631863,-0.32199305,0.318199521,0.244584305,-0.339580325,0.173297754,-0.588625237,-0.017266935,-0.931215443,0.131005066,-0.172803609,0.218175337,NA,0.483964786,0.045340573,-1.620299892,0.220924246,-0.360333576,-0.071799508,0.007541688
O15212,-0.059786646,0.17356439,0.377079509,-0.645735767,-0.710335292,-0.291093047,0.722069648,-0.433722578,0.373156909,0.597261462,-0.643868569,0.73085024,-2.313710977,0.07724094,-0.540079556,-0.141259888,0.010969847,-1.244328641,-0.317683958,0.477877368,1.257498515,-0.471681665,0.495579933,0.144558163,0.117774571,0.000981251,0.308081277,1.421294294,0.142086124
O15258,0.6324533,0.305680314,-0.32576601,-0.121695987,0.416412916,-0.695077231,-0.467100995,-0.421114434,0.454870401,-1.009736701,-0.333001261,0.481751031,-0.367582129,-0.216012792,-0.276991327,0.007883809,0.200961675,-0.083629478,0.25019256,0.076507283,0.387980185,NA,-0.019590099,NA,0.377476555,-0.37102351,NA,0.790547159,0.514746326
O15347,0.16455796,-0.051042449,0.451700597,0.377741824,-0.223956304,-0.334337076,0.027451162,-0.492050224,-0.632441418,0.737169718,-0.181143883,-0.087776682,0.032886644,0.035667422,0.031812441,-0.278405894,0.309076381,0.709382227,-0.501593793,-0.035210086,0.799407079,-0.924198649,-0.454114218,0.068500966,0.03719434,0.717794105,1.266810983,0.360541028,0.749665901
O15371,-2.050479431,1.032576469,0.438323323,-0.436855891,-0.274601581,-0.674692788,0.212223817,-0.011947627,-0.670128232,-1.093283376,-0.158442688,0.880107974,NA,0.011849495,-1.416570438,0.618921495,-1.007769812,-0.514640235,0.112388215,1.35384222,0.590166654,0.492430686,0.746643608,NA,1.604411426,-0.807662825,-0.638688475,0.947206257,-0.445990938
O15382,-0.361715519,0.036456933,-0.067878824,-0.056821343,0.052756437,0.472483146,0.400669578,0,0.419401494,0.309654037,0.084178669,0.048833355,-0.191812581,0.058499192,0.268417376,-0.046814293,-0.016490795,0.134640653,0.027419761,-0.185724434,-0.006095371,-0.983840157,-0.336617417,-0.173618661,0.024022586,0.411770886,-0.086196261,0.011756053,-0.115405527
O15511,-0.205157896,1.296525896,0.586998135,0.209667188,-1.069032965,0.833642578,0.655886483,0.187255042,0.472370336,-0.024684874,0.192064305,-0.362402479,0.24533319,0.504399362,-0.006836113,-0.115153078,0.208267023,-0.808018631,0.715868164,-0.482454098,-0.017420144,1.432270401,0.49202402,0.435898706,-1.524229102,-0.594588975,-1.349324639,-1.246616843,0.232818739
O43169,0.214136902,0.407167024,-0.790968964,-0.223681741,0.0528684,0.17616232,0.011688842,-0.132208306,0.365878962,0.554136176,-0.983613364,0.353195905,-2.341745486,-0.740803015,0.106606484,-0.830208293,0.375604832,0.001188964,-0.256574161,0.221378091,1.903403037,1.365195362,-0.604038938,-1.952458652,-0.724374052,-0.056512123,0.043681294,0.407174118,-0.255057625
O43196,0.055447118,0.829815955,-1.692555772,-0.253266503,-0.264297535,-0.432121285,0.682365908,-0.013334363,-0.364570393,0.093168196,0.13116804,0.54448405,-0.731627228,0.054826085,1.166506397,0.226270496,0.824723026,0.197810652,-0.128623607,0,-0.676865867,-0.627650588,-0.117250442,0.23218962,-1.532041278,1.355676701,-1.302501411,0.566340718,-0.68049982
O43242,0.61038433,-0.521455673,0.023403141,0.14613278,-0.315938215,-0.127952115,0.118761499,-0.303869618,-0.149039683,0.320864221,0.204728661,0.054804503,0.768562058,-0.214773878,-0.178592163,-0.110358626,-0.405430233,0.020665061,-0.324770261,0.19363436,-0.264485297,-0.347039542,0.008817144,-0.059758857,-0.445831885,-0.126746812,-0.248923843,-0.298231749,0.128730682
O43324,1.551938622,-2.059378143,-0.447428695,-1.289568323,NA,1.457943647,-1.726973846,-0.440994727,-0.863360932,-1.368081361,1.493737892,-1.30036069,NA,-0.579931215,0.745788566,1.698958716,-1.333447578,0.544386892,0.685757641,0.231761521,NA,2.638640165,1.159878228,0.868710242,-0.526043693,0.469894538,2.429144096,-1.042582298,0.701748144
O43396,0.166678776,-0.494494092,-0.646766112,-0.310031165,-0.622215765,-0.692723398,0.228485603,0.357469853,0.500604887,0.432838659,0.450460942,0.404221765,-0.494077157,-0.088725367,0.086104201,0.41868144,-0.787327252,0.118823455,0.011369688,-0.269540125,-0.160927016,0.67255987,0.264460714,-0.302185234,-0.169982484,-0.330308211,-0.034737183,-0.101295571,0.080788117
O43399,0.233165972,0.913149495,0.352339577,1.503220729,-0.14925041,-0.800431281,0.8483032,-0.016918328,-1.599772293,-0.051632213,-0.569094774,0.814904764,-0.086114339,0.652687155,0.071668323,0.015807653,0.930036396,0.04606453,-0.435190934,-0.316492419,-0.491749968,-1.67239597,-0.463010367,0.292040048,0.300407017,-0.170740171,0.491877454,0.016733034,0.100289593
O43405,-2.034954475,0.149103162,-0.337097147,-0.618236331,-0.1506415,0.16262729,0.052049391,0.317342185,0.695545332,0.295883365,-0.650352334,-0.245621025,-1.333025225,-1.72914273,0.14953222,0.181184819,-0.559665993,0.426998138,0.220806123,-0.713718486,-0.626504338,-1.139152543,0.077351058,-0.386583102,0.152430967,0.138592727,-0.155215037,-0.224809208,-0.253271561
