,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A
Q9H330,0.287332472,0.257006087,0.660926604,-0.300329044,0.526175712,NA,-0.807312949,-0.845977055,-0.572619099,0.709639887,1.720806017,0.521676175,0.660504666,-1.291238216,0.241158719,0.969940018,0.47638044,-0.456591762,0.432103427,1.00477418,0.628409379,NA,-2.392205488,1.525207398,-0.609475446,0.423262062,NA,1.088682388,-2.279199789
Q9H336,0.113337355,0.455772288,0.168707773,-0.350486751,0.69279477,0.143775685,-0.342824273,0.424275145,1.392444488,-1.226692231,0.687182448,-0.961523517,NA,-0.245131224,-0.782840362,0.659619359,-1.5842594,-0.214242123,-0.799214737,0.200859849,-0.379512644,2.224069091,-0.676350797,NA,0.065683509,0.403176404,-0.442872568,-1.00850447,0.557698501
Q9H3K6,0.232103829,-0.292801596,0.300404845,1.119752247,-0.689958262,0.881684582,1.564696132,-0.129782085,-2.310182473,0.115776252,0.373532538,-0.327309395,-0.029290681,0.428479406,0.094558157,0.393608253,0.377445135,0.199515009,-0.379343667,0.045418264,0,1.010308145,0.840902806,0.919297719,1.116688432,0.066046094,0.000452648,0.813457185,0.420864092
Q9H3P7,-0.930683261,-0.412221837,0.090472878,-1.371690388,0.768359584,-0.14407218,0.142174974,-0.335157707,0.211730592,-1.062532674,-0.088116033,-0.330662701,-0.470696718,-0.756687623,0.316839641,0,0.8985707,-0.136052878,0.179950602,0.13877338,0.139737589,0.601384042,0.398130104,-0.086908224,-0.776274857,1.119079218,-0.614998334,0.170278322,-0.719499585
Q9H444,-0.042257905,-0.147240551,-0.040024342,0.333975103,-0.185058726,-0.482334894,-0.265771838,0.145568507,0.153141875,-0.344072518,-0.145790997,0.2878829,-0.287113023,0.437374449,-0.857980788,0.215045373,0.368011907,-0.537591104,-0.052194591,0.27605321,-0.084714091,-0.193343356,-0.176400678,-0.369666117,0.039772437,-0.329845285,0.072266992,-0.717346884,0.255252757
Q9H4A5,0.276335353,-0.489409068,-0.220231565,0.093040567,-1.396795969,-0.048280475,0.710443232,0.021771869,0.012816841,0.127780623,0,-0.400453128,-0.712533799,-0.714701257,-0.224587218,0.593713064,0.206102418,-1.149277758,1.050894905,0.145818717,0.368560748,0.224573178,0.086757223,0.425630115,0.051216789,-0.148275947,0.252072913,0.403225733,0.473027152
Q9H4M9,1.685526505,0.552545217,-0.099457741,-1.452487085,-0.092221865,-0.225178422,-0.458616352,0.222861721,0.431313569,-0.400799106,0.35982807,0.042386802,0.396401101,1.048456565,NA,-0.396185191,-1.78847765,0.415545906,-0.460240544,0.109242618,0.550398745,-1.806368837,-1.01338101,-4.156337252,0.655059374,-2.467825116,-0.742148339,-0.166221659,0.171690681
Q9H568,-2.302842384,-2.863195471,-3.117704537,-1.737937322,-2.864507453,-0.195305388,-2.182594666,-2.230554429,-1.788406069,-1.934934381,-1.501782896,-2.318283325,-0.287869682,0.945901404,0.751629089,0.838834462,0.84535942,0.843772578,0.752492178,0.435160093,0.976710853,0.48267134,0.31716531,0.69795365,0.713522306,1.090942508,0.767225907,0.229804833,0.516154682
Q9H6H4,0.193770519,-0.385664534,-1.478279988,0.256100883,0.589494661,0.692815035,-1.262279581,0.16843094,0.609443585,1.011592467,0.01535434,-0.468936431,0.942110189,0.857844299,0.50239995,1.338476398,0.596798447,0.502668388,-0.10549296,-0.251405399,-0.318875136,NA,-2.11058783,0.432801282,1.010829605,-0.018867021,-0.477344104,1.266526449,0.358413097
Q9H773,0.232998162,-0.474105639,-0.396184718,0.296927628,-1.614301094,-0.058336874,-0.003376014,-0.352384949,0.671838395,-0.823033542,0.167730983,0.105827082,0.391111906,0.120411851,0.576277211,-1.397988782,-0.924455661,-0.430329061,0.096001786,0.524061882,-0.54143294,-0.382422731,-0.100610004,1.810610156,0.939360936,0.864056338,0.318884483,-0.01085601,0.229659514
Q9H808,0.263773017,0.259930304,-0.275431063,-0.597003783,-0.362982286,0.006386998,0.190188479,0.095407801,0.166891385,-0.244019008,0.3184134,-0.041872982,-0.169935585,-0.021538921,0.089677329,0.196221763,0.111187699,-0.171186158,0.18901335,-0.071920728,0.231135128,-0.503220122,-0.365007837,0.084335455,-0.005027943,0.205010629,-0.143894294,-0.014396985,-0.219877497
Q9H832,1.141561414,0.546256506,0.911909267,0.403609293,-0.095421267,0.522715673,0.253280141,0.156676665,-0.482838396,-0.507783913,0.568010603,0.38146606,0.386093856,-0.313458621,0,0.259136773,-0.792243694,-0.035790502,0.053387073,0.801870966,0.975832435,NA,0.375262279,-0.75718347,0.798998259,NA,NA,-0.170012342,0.35381676
Q9H853,-0.925446864,1.499444431,-0.352232253,-0.403408785,-0.564962021,-0.711635111,-0.160046511,-0.091417885,0.035599332,0.807412289,0.036075766,0.867664543,-1.925745866,-0.072820826,1.073067684,0.001001843,0.773257821,0.006439187,-0.176931368,0.018091829,-0.118559383,-0.227000622,0.301853003,0.143269588,0.113940476,0.344304209,-0.1920969,NA,-0.511909814
Q9H8M7,-0.487025902,0.724232301,NA,-0.045769417,0.359670967,1.161870706,-0.309439274,-0.831487042,1.749517843,0.761583208,0.327348856,-0.128776737,0.523951546,0.171936681,-0.225848236,0.269978515,-0.278135662,-0.319435325,-1.113638157,0.372067491,0.625765548,NA,0.100714208,-0.576477659,0.471790189,0.431352615,0.543793859,-0.102273825,0.093481863
Q9H910,0.559465933,0.322753541,0.574253678,0.528426202,0.744659362,-0.606558176,0.640849732,0.738892007,0.016230481,0.461217745,0.708925693,0.218591292,-0.725118068,0.128201027,-0.265992519,0.218860063,-0.034342991,-0.558189388,-0.044258886,0.004420697,-0.984161744,-0.544481408,-0.175705409,-0.327621948,-0.052777319,-0.243997413,-0.073752338,-0.699983595,-0.473489786
Q9H9A6,-0.44028402,0.246660416,0.229534943,-0.078709782,-0.467841064,0.060116293,-0.108668457,-0.40642424,-1.118386449,-0.398085475,-0.446973693,0.20444123,-0.929627405,-0.255340778,0.349285235,0.340971019,-0.156827921,-0.672341015,-0.09082005,0.357987169,0.164146601,0.458426364,0.05896525,0.080785707,-1.291071036,0.146282757,0.422538874,-0.026897929,0.40359938
Q9H9B4,-0.063074687,-0.265728882,0.398373369,0.266834951,0.736355513,0.026165346,-0.051349075,0.042676645,0.315989094,-0.68806959,-0.824637316,-0.29577819,0.040269907,-0.267856998,0.422100474,-0.124954726,-0.052459209,-0.067200835,0.002033416,-0.247064376,-0.346090329,-0.403961417,0.015557165,-0.107394365,0.455374473,-0.045407147,0.089541238,0.425304803,0.470357625
Q9H9J2,-1.603048777,-0.362304015,-0.905822976,-1.56349312,-0.488963654,0.253914497,-0.471902213,-0.50145551,-0.089378195,-1.384520444,1.074438986,-0.186800179,2.552404969,-0.888843032,1.05370454,-0.01106577,0.067179199,0.643504443,0.268152753,-0.775383093,-1.412184379,0.828204925,0.782046661,-0.442520963,1.150904534,0.590996484,-0.917898999,-0.272585754,-0.055132015
Q9H9P8,-0.166651652,-0.103157524,-0.393767739,1.066095138,1.108168793,NA,-1.875472298,-1.409061928,2.130528724,-0.729869798,-0.003021919,-0.414517011,1.245816985,-1.794360166,-1.23134894,0.41876305,-0.238349301,0.633933752,2.120102084,-0.022321734,0.001816534,-0.574498172,-0.445658314,-1.07095747,1.409203376,0.11976867,-0.057148402,-0.690912087,1.88469922
Q9H9Q2,0.333478702,1.505839215,0.211884018,-0.235433441,-1.637734314,0.009212156,0.427641662,-0.722646227,-0.142560833,-0.428698745,0.161346657,0.192100481,-0.752147279,0.364381348,0.885615412,0.139664277,-0.341078079,-0.273840609,-0.40502832,-0.502359884,0.119833632,1.215810729,0,-1.415533883,0.163601643,0.305979538,NA,-1.242279389,0.002847417
Q9HA64,0.338456932,0.025383097,-0.875854642,-0.223556988,0.038192234,-0.357178577,0.646608574,-0.961214647,0.679123884,0.27743993,-0.171942701,-0.01980378,1.957132094,-1.323401585,-1.143692288,-0.369329783,-1.617989884,-0.640393115,0.202948264,-0.587676258,0.262128329,0.312762278,0.634542113,1.11566452,0.268521987,-0.224757572,0.904227928,-0.27476718,-0.934284964
Q9HAB8,-0.074142794,-0.241905781,-0.006611248,-0.329264135,-0.289097501,-0.913637674,-0.132432918,0.076968308,0.508544424,0.144787578,-0.704588627,0.099939356,-0.564834981,-1.141736229,-1.745511094,0.673147856,-2.036463548,-0.87570937,-0.377938309,0.911321632,0.991312764,1.666589769,-1.226090691,1.195038525,-1.043353339,0.318673016,0.558915368,-0.078259705,-0.500891583
Q9HAV7,0.436700051,1.067139967,0.593541583,0.137353877,-0.430942952,0.520203889,0.880204261,0.026198285,0.472291283,-0.47381489,0.339549303,-0.323644002,0.472326178,-0.019223295,0.924707555,0.030404124,0.529580363,-0.363529455,0.062102275,-0.333023646,0.023921326,0.41565145,0.709661397,1.071702778,-0.991455053,0.481926048,0,0.183553123,0.350088082
Q9HB71,-0.279464054,0.405089693,0.339276667,0.555932791,0.133907019,-0.724822526,0.299889556,-0.279975176,-1.02224082,0.562879182,0.170025472,0.199955741,-0.036165971,-0.444334732,-0.465638076,0.195168671,-0.364638544,0.017511769,-0.182965347,-0.078025127,0.341137208,0.041001635,0.287094927,0.58243173,0.554710416,-0.073162795,-1.221254697,-0.476412848,0.366597733
Q9HC35,0.098714701,0.014014401,0.508002272,0.186623622,-0.372525061,-0.42971557,0.073003142,0.423340765,-1.098804546,0.668368399,0.321461734,-0.314594262,-0.832779384,-0.479222036,-0.094343866,-1.128908074,-0.333714179,-1.195433402,-0.384377075,2.266430289,-0.288653433,NA,-0.535173651,-0.226520243,0.026060719,0.38197158,-1.97093544,-1.288721287,-1.013345253
Q9HC38,-1.876534595,-0.200338983,0.486262487,0.017363317,0.652651052,0.371971463,-0.220801747,0.12993129,-0.024912755,0.579937826,0.138856159,-0.298796196,-0.788025847,-0.456384572,-0.641821587,0.054703064,0.192001396,0.059274316,0.039360409,-0.444757721,0.267231205,0.688790718,0.127279285,0,0.180303556,0.732478638,-0.232227277,0.360709036,-0.139870287
Q9HCN8,-0.449669952,-0.456345973,0.36786901,-0.308234111,-0.427908112,0.701527026,0.201082413,0.087074362,0.082347436,-0.855392854,0.054345595,-0.030077592,0.077083156,0.332635906,-0.056612651,0.470081567,0.107605443,0.765744311,0.620025679,0.218329046,0.745522547,-0.832554168,-0.527943611,-0.125639508,0.261502327,0.207205948,0.485944093,0.382938747,-0.046439254
Q9HCU5,0.560812782,-0.311490457,0.01266463,0.248338201,-0.315527037,-0.318439851,-0.175933608,-0.250170194,0.213744983,-0.354706396,0.572652857,0.046694115,0.242979782,-0.42597135,0.533498904,0.128060516,-0.126513506,0.160384257,0,0.650166539,-0.920260651,0.06779175,-0.259959515,-1.095115689,0.374490722,-0.025940097,-0.226128507,0.295749462,0.274798316
Q9HD33,-0.717976462,NA,0.634195268,0.33976352,-0.201254553,-2.168297198,-0.043838091,0.33976788,-0.117170085,-0.510251692,0.158039026,0.105836351,0.613608432,-1.790857628,-0.651539029,-0.042337143,0.46149737,-0.581150668,0.080181527,-0.774892985,0.480922794,-1.163583365,0.311634926,0.830767659,-0.353923796,-0.252869029,NA,-0.17583406,-0.111528067
Q9HD34,-0.250116808,0.170724168,-0.374110892,0.390452157,0.324686211,NA,0.38641261,-0.365162408,-0.439466155,-0.595421191,-1.637622819,0.182474172,-0.435714718,0.01808784,0.471930945,-0.384056967,-0.058957102,-0.807893327,0.768928071,0.090209361,0.234486273,NA,0.606769383,-0.694682605,-0.164971643,0.200602286,0.450708159,0.928367291,0.142500007
Q9HD67,NA,-1.231254657,-0.785822742,-1.543403032,-0.332609984,-0.475836144,-0.57393724,0.951417099,1.448973331,-2.806679889,-0.008882906,-0.178784786,NA,0.540523118,0.047421334,0.170959271,-0.28472323,0.101991782,0.01491994,0.009429907,0.356894478,-1.155236362,-0.641431871,-0.094251605,-0.882062641,-0.8089354,0.835711027,0.328240752,-0.755861805
Q9HDC9,0.008680176,0.354006568,-0.217557474,-0.118725307,0.454072607,-0.089490467,-0.602117146,-1.025942441,-0.48496762,-0.584763816,-0.301982802,-0.008732718,-0.26453217,-0.488665487,0.357816778,-0.074324912,0.415914589,0.210441686,-0.199750919,-0.101131508,-0.097481279,-1.395834094,-0.826120754,0.08657042,-0.12168686,-0.501632959,0.351758566,0.799946538,0.273023125
Q9NP58,-1.283086575,NA,-0.396360864,-0.537893501,-0.538928823,0.187563097,0.365667719,-0.06374575,-1.303205626,1.171298634,0.566089333,0.047508804,-0.008913318,-0.175429415,0.794085702,0.407403629,0.665957471,0.435171825,0.253205037,-0.14467897,-0.441248635,0.341040608,0.144443105,0.190709979,-0.10079207,0.816516616,0.34149581,-0.62394552,0.040973818
Q9NP72,0.746557948,-0.587577224,0.140655322,0.155974706,0.348244005,0.033216356,-0.47404804,0.16685593,0.097998258,-0.002831157,-0.588579981,-1.081879857,-0.956716112,0.215278629,0.460234148,-0.265853572,-0.258994965,0,-0.570820505,0.064854335,-0.34810723,1.449191953,-0.49684592,-0.330810913,-0.24447771,-0.450687335,-1.441808431,-0.239044711,-0.821245414
Q9NP79,1.205439783,1.068977781,-1.168550516,-0.586881943,0.237298446,-2.520329939,0,0.76926472,-1.703276281,-0.618391134,-0.283440069,0.783873716,0.100881203,-0.431478872,0.795371458,-0.596450427,0.416109376,-0.400809389,-0.696792291,-0.091958291,-0.304840229,NA,-0.056235438,NA,-0.774694866,0.707664746,1.076673958,0.125862623,-0.015133401
Q9NP81,-0.236143787,-0.129928938,-0.013682141,0.053421769,0.403380673,-0.204778387,0.042645508,-0.11883379,0.168406955,-0.072646488,-0.088148955,-0.192183483,0.101688853,-0.095978221,0.632221374,-0.159268646,-0.193048013,-0.021863852,0.189741,-0.067814885,-0.46398265,0.023958079,0.44654746,-0.01749059,0.519236384,-0.037373035,-0.631781429,0.014548137,-0.568233259
Q9NP97,-0.479087918,0.909807162,0.243502912,0.016547869,0.579803825,-0.657015205,0.521933832,1.141777362,-0.53234856,0.98790962,0.330543597,0.38982849,0.171405248,0.757505167,-0.370857367,-0.038829642,0.308397585,-0.506590465,-0.193155102,-0.099095118,0.371665489,-0.274358177,-0.071465209,1.123043767,-0.387770571,1.077275152,-0.218846174,-0.089469232,0.131668834
Q9NPE2,0.838276224,NA,0.277197468,-0.064484246,-0.728640171,-0.206525493,0.525122132,-1.469305233,-0.942002291,-0.97161443,0.322321407,0.003652881,0.57451783,0.732010311,-0.557821913,-0.722556287,-2.423542573,0.069101686,-0.120142821,0.152755632,0.354570263,0.072709164,0.206148706,0.847254095,0.955742812,0.102275268,0.526125985,0.169483972,-0.283819118
Q9NPJ3,-0.651120018,-0.397645939,-0.20120362,0.200108902,0.340021463,-0.245580766,0.452774583,0.440198935,0.188859707,0.49416016,-0.462320467,0.161317829,-0.031495571,-0.148512653,-0.00900609,0.631138566,0.826972139,0.40299961,-0.019862837,-0.271828094,-0.511322959,-1.258002325,0.773235652,0.8776394,0.116226353,0.170975198,0.343392615,0.930376039,0.38901832
Q9NQC3,-0.172257599,-0.284639044,-0.624147936,-0.007736121,0.172777387,0.571554784,-0.473137625,-0.348577984,0.052161665,-0.961862709,-0.230367083,-0.13280337,-0.6585053,0.067523632,-0.029595508,-0.06547616,-0.220454111,-0.184688581,-0.093795589,-0.101210371,0.377616282,-0.359502002,-0.127934988,-0.115838723,0.221959125,-0.065320838,0.362003868,-0.077101956,0.784272654
Q9NQC3-2,-1.026315425,NA,-0.078933827,-0.173625484,1.26551891,0.975697315,-1.270790458,0.70260628,0.970565041,0.590128734,-0.102952419,0.498620197,-0.134532613,1.175076765,-0.127926909,0.490355454,NA,NA,-1.56990046,-1.474722023,0.163322243,0.819276961,NA,-1.013894439,1.860564764,-3.438883919,-0.981465778,0.064927428,0.531058474
Q9NQI0,-0.26981822,-0.097005743,0.624567407,-0.254705322,0.097192354,-1.541248061,0.529368725,0.383632313,-0.486978595,-0.267548694,0.758338621,0.512575071,-0.009831056,0.173432968,-0.411470664,0.191873636,-0.847734439,-0.337121668,0.021535012,0.358010372,-0.178016623,-0.355404547,0.14416116,-0.44554743,-0.087954918,-0.268215384,0.002326935,-0.154321875,-0.025920303
Q9NQR4,0.183236422,-0.32547268,-0.352159588,0.129761834,1.66918807,1.503832158,-0.939392773,-0.077865608,-0.358717564,-0.712767844,0.451967576,-0.963186689,0.098149707,0.00631504,0.149787392,0.793566496,-0.351522691,0.184269853,-0.391440622,-1.10300394,-2.400290136,-0.577599863,0.165737703,0.49035388,-0.308013625,-1.146413974,1.473332196,-0.5748656,0.160015489
Q9NQT8,0.278437073,0.105910081,-0.106553502,0.207691417,-0.493573544,-0.676606327,0.091979863,0.147742167,-0.733226701,0.239753802,0.018479644,0.031991458,-0.996024235,0.443586107,-0.15542938,-0.160199102,-0.420791592,-0.316328807,0.131624793,0.035880108,-0.194173245,-1.082738958,0.016852468,-0.312701258,0.314597446,-0.030181188,0.107695966,-0.379205964,-0.17478261
Q9NQW7,-0.270368971,0.081112274,-0.032321401,0.289219947,0.335548004,0.546322669,-0.035194799,-0.687874138,-0.344782161,1.042713182,0.893733505,-1.47569175,0.796737569,-0.552996612,-1.885672722,-0.511589052,-0.485408666,-1.306322037,-0.380841321,-1.285342097,0.571362542,-0.191872901,-0.714108651,-0.062470094,-0.806528258,0.24512175,-1.481773282,0.063513006,0.453801602
Q9NR28,1.193628988,-0.3392106,0.118737479,0.048369998,-0.777379295,0.4044098,-0.137397686,0.050237787,0.67544616,-0.695735469,-0.27308583,0.119785427,0.689692155,0.008303729,-0.701387696,0.293661647,0.019736551,0.082389127,-0.063534964,0.414776591,0.354802591,-1.145825072,0.055692704,-0.810107945,-0.77564401,0.454277996,0.254565899,0.233667472,-0.746890081
Q9NR31,0.386819353,0.054410482,-0.87342758,-0.832961502,-1.894005004,-0.625305052,0.176324113,-0.25634668,-1.821784365,0.025269466,-0.117802627,0.640958874,-2.266145458,0.47214534,0.621313409,0.486134693,0.026888776,-0.619710037,-0.362584848,1.355241496,0.560551485,0.729744627,0.444563192,0.238171987,0.61861785,0.449675108,0.407246575,-0.611686172,-0.683903666
Q9NR45,-1.601971372,-1.111365434,0.195055205,-0.181191565,0.237511087,0.163779382,0.031183158,-0.227773804,0.153960566,0.088121691,0.071986116,-0.16236661,-0.024628134,-0.014030013,-0.684575097,0.507578344,-0.458424082,-0.189794566,-1.649353231,-0.667537395,-0.092677735,0.673737332,-0.566715154,0.927611881,0.380825292,0.03816659,0.14047932,-0.75324864,0.73852564
Q9NR46,-2.240545209,-1.548104523,-0.053030954,0.734425041,1.149001608,-0.608699345,0.372598845,0.646238371,-1.554057298,-0.472496204,-0.694456672,0.399903354,-2.151375389,-1.279206247,-1.68026554,-1.138999898,-0.239840964,0.398662023,0.367610302,-0.813797919,-0.035568926,-1.722641623,-0.162725664,0.326265644,0.675279514,-0.513631019,0.362909846,-0.202559813,0.339231389
Q9NRA8,0.360489384,-0.262665217,0.491564083,0.450015192,0.084109389,-0.082288071,0.466037482,0.268116711,0.285410885,0.218035436,0.315473501,0.511678218,0.194913209,-0.506997989,-0.12434776,-0.608975571,-0.642075744,0.066584683,-0.56101147,-0.232996838,-0.04290199,-0.156926811,-0.051537796,-0.746758552,0.410030234,-0.585013828,0.241365546,-0.25563447,-0.462784806
Q9NRG9,0.214346342,0.537685401,-1.079928227,0.47690918,-0.371074137,0.175191778,-0.025779234,0.008619394,0.467346621,-0.223836589,-0.726359644,0.28221393,-0.120159665,-0.160010306,0.445667769,0.052213628,0.43862483,-0.321455602,0.12061311,0.07865342,-0.731951825,2.022596638,0.318281698,-1.183779029,0.510553294,-0.63900283,1.180154239,0.670747406,-0.565992994
Q9NRW1,0.668363206,0.173405055,0.307776387,0.77407207,0.674136758,0.501844035,0.598767388,0.463889919,-0.29033644,-0.959706911,-0.417189906,-0.133653687,0.780270032,0.496839914,0.11723265,-0.128471039,0.031785835,0.474139885,0.105367255,-0.035279558,-0.251178799,-0.504799831,-0.584833305,-0.750768124,0.335440905,-0.052409381,-0.537445382,-0.139079211,-0.45121973
Q9NRW7,0.042508743,-1.911492268,0.24132919,0.595701675,-1.127096271,-0.785678493,0.668974485,0.351847524,0.187654556,-0.70081896,-0.130522496,0.060049394,1.513068458,-0.899112982,0.659227284,-0.536013534,0.810075967,0.575965605,0.888854664,-0.64312135,-0.830540185,NA,0.283117226,0.155010958,-0.207478611,-0.270717834,NA,0.659614611,-1.052711321
Q9NRX4,-0.26475657,-0.501481444,-0.809078711,0.456542008,-0.956920044,0.203481751,-0.142905978,-1.503550434,-0.475816161,-0.519640653,0.229169612,-0.149404741,1.638689928,0.726537467,-1.321899645,0.707324143,-0.228775808,0.485164415,-1.103547424,0.041257461,0.256275606,0.412231255,-0.021342162,0.38030759,0.617617342,-0.820582946,-0.003370515,-0.028653967,0.481581404
Q9NRY5,0.785710878,0.302110788,-0.409657596,0,-0.229789976,-0.922606195,0.533169243,0.133001068,1.370654677,-0.726711102,-0.40577669,0.457865784,0.723151391,-1.018435084,-0.165719926,0.144972885,-0.119070177,-0.793074977,-0.27012715,0.491532612,-0.237354809,-0.325826563,0.016541272,0.786526237,-0.184795835,0.152749869,-1.379532771,-0.053764372,-0.313865724
Q9NS69,-0.924510289,0.960867154,0.439905901,-0.585253757,1.274739877,NA,-2.382138608,0.395534984,0.429180541,-0.67165319,-0.663637645,1.155520334,-0.952494838,-1.090873537,-1.190646631,-1.130301484,0.684753045,-1.038475326,0.017635051,-1.57799385,-0.11389259,-0.665378591,0,-2.46414111,-0.169117409,0.105526885,0.03126165,-0.924490854,0.57848323
Q9NSD9,0.383896652,0.328872428,0.081046192,-0.455810614,0.637193595,-0.006496381,0.01362537,0.143121466,0.860069936,0.28084056,0.217164057,-0.164680139,-0.00726833,-0.052694238,-0.269187887,-0.153838515,-0.422435538,0.171452332,-0.122556313,-0.032943419,0.600596683,0.88062107,-0.492019964,-0.200695772,-0.195965286,0.20617739,-0.836783538,-0.290183303,0.437147624
Q9NSE4,0.233420015,-0.073056856,-0.027445744,-0.024735766,0.345529472,-0.31596445,0.107670559,-0.131528878,0.213893331,-0.321214053,-0.19523152,0.132474401,-0.217517093,-0.426525582,0.397053455,-0.05175875,0.050573603,0.051825668,0.280869107,-0.022571068,-0.676454986,-0.655398095,0.130972275,-0.303965051,0.298880099,-0.067540203,0.022844831,0.198765275,0.147062911
Q9NT62,0.347420031,0.376688289,0.279801345,0.222348036,-0.301393867,0.063025207,0.355020219,-0.775497072,0.558090484,-0.209811948,0.115569406,0.327289661,0.516562137,-0.146701329,-0.231950918,0.208826707,0.126228911,-0.003160984,-0.323986788,0.13347929,-0.373229424,0.219766932,0.015406005,-0.179964553,-0.763666177,-0.606321019,-0.206805841,-0.302893411,-0.151822782
Q9NTJ5,-0.697418397,-0.170947993,-0.039468122,-0.243853817,0.26787647,0.544147668,-0.555907863,0.289333469,0.574754578,-0.554726507,-0.347638594,-0.543267039,0.613293306,-0.570562726,0.711930153,-0.017355768,0.35361139,0.587854772,0.410821985,0.172254587,0.25764645,1.356972246,-0.164387359,-0.346649479,-0.014249969,0.067459498,0.660630968,0.901652545,-0.340984765
Q9NTX5,-0.197944238,0.050462117,-0.816291699,-0.91336296,-0.44642397,-0.152880942,0.749692971,0.343727782,0.170225465,-0.0847916,-0.033819851,-0.70544015,0.144322585,-0.05185108,-0.35795395,0.318415741,0.297356101,-0.233653003,0.260191978,-0.520240072,-0.142643082,0.028267988,0.58439182,-0.554558209,-0.360195344,-0.234763605,-0.42211271,0.167743091,0.111044452
Q9NUJ1,-0.044099186,-0.200718606,-0.260401253,0.498118565,0.00427856,0.240044683,0.224277262,-0.270726268,0.22168151,-0.60270113,-0.653399625,0.038878701,-0.063146041,-0.313855238,0.408173951,0.077619689,0.410108592,-0.130693586,0.128595598,0.182216665,-0.605012477,-0.902431127,-0.141966431,-0.256064583,-0.050358359,0.114053665,-0.852604138,0.221244662,-0.690836964
Q9NUQ7,-0.155318331,-0.057079373,-0.460083795,-0.15529651,0.455357571,0.959232387,-0.150363562,-0.978429938,0.522354109,-0.628670788,-0.37268015,0.187129626,0.501781553,0.272435542,-0.160135333,-0.406234145,-0.301285783,-0.133615837,0.733484471,-0.65488002,0.423598997,-4.109960363,-0.955155019,-1.497312828,1.046949606,-0.322244284,-0.505523241,0.459231531,0.580230033
Q9NUQ9,0.567761713,-0.230918333,-0.628344145,-0.645693482,-1.527367821,0.066477536,-0.276461446,-0.133838598,-0.746496298,1.210709463,1.243624779,0.513331857,-0.297482157,0.602719722,-0.158641453,0.098048727,0.118865177,0.420422134,-0.830337773,-0.102294589,-0.025135654,-0.692466551,-0.17653066,0.617901023,-2.149627487,-0.320488349,-0.029980546,-0.824575869,-0.706843677
Q9NVA2,-0.22319245,1.175075096,-1.726150545,-0.338246695,0.301976083,NA,-0.435956325,0.324880076,-0.486649332,0.006597678,0.654315486,1.537610985,-0.825383121,-0.023253928,-0.656441445,0.259087842,-2.324377446,-0.854403564,-0.211460373,-0.716124668,-0.67822584,4.116326867,-0.157907547,0.559699002,-1.034876425,-0.301331073,NA,NA,-1.747307899
Q9NVI7-2,-0.235850774,-0.359132744,-0.292275321,0.324939704,0.325134119,-0.809666608,0.12392349,0.111060697,-0.253455325,0.055998791,0.042893928,0.211180145,-1.099306394,0.250047714,0.798074346,0.024804056,0.766141958,-0.416008126,-0.12655592,0.442323584,-0.06818544,-1.798290173,0.458645975,0.496112038,0.162398117,0.207813792,0.261189308,0.612740904,-0.577278765
Q9NVT9,-1.191361204,-0.237123253,0.776958514,-0.087448281,1.954498252,-1.315973095,0.256937197,-0.785859554,-1.897306222,-1.373999999,-1.920876467,-0.933046929,-0.183909434,0.174496644,0.827560601,0.690520506,-2.094188653,-0.421321538,0.475944243,0.34587716,-0.036042145,0.396708169,-0.135382931,-1.34558497,-0.704571403,0.291909801,-0.367033875,-1.432678842,-0.968684998
Q9NWU5,0.532441339,0.399761152,0.007762034,-0.434780951,-0.034950169,-0.178380835,0.792777704,0.034104479,0,-0.786767694,0.023004945,-0.368129707,-0.355753495,0.188611745,-0.092424835,-0.202050038,0.053397141,0.070008415,-0.105447236,0.107948099,-0.129631564,-0.661842044,0.591259106,0.021840581,-0.063664135,0.141922191,-0.198314008,0.636638637,0.381416503
Q9NWV4,-0.79822506,0.375695559,-0.157218809,-1.01138458,0.197454221,-0.809096542,0.878137143,-0.419489161,-0.135511477,0.843497493,0.86467271,-0.631771754,0.430449114,0.411210861,0.608214627,0.851425509,-0.000826824,0.144160671,-0.359373634,-0.012234909,-0.222733426,1.981970538,0.366969134,0.052419568,-0.142853441,-0.307236754,0.782775465,1.352289502,0.229072593
Q9NWY4,-1.661971857,-0.956296609,-1.418069849,-0.182523247,-2.627147977,1.277807829,-0.021737065,-1.98900479,-1.419785042,-0.476871543,-1.211475719,-0.930448709,-0.667314814,0.752887239,-0.849130854,1.304289263,0.601491862,-0.218076569,0.779820861,0.709386123,1.02553953,0.362678021,0.851825746,-0.596571853,0.191441221,0.301381976,-0.340226497,1.057905971,0.729063329
