,wAP0021_d0_1A,wAP0022_d0_4A,wAP0023_d4_8A,wAP0024_d4_49A,wAP0025_d8_9A,wAP0026_d8_71A,wAP0028_d4_52A,wAP0030_d8_53A,wAP0032_d8_74A,wAP0033_d0_75A,wAP0035_d0_80A,wAP0036_d4_76A,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A
O43615,-0.46046814,-0.491377671,-0.015150335,0.148712188,0.345122715,-0.168113362,-0.577535192,-0.122138818,-0.100640396,-0.2537319,-0.561932292,0.473004382,0.540948673,-0.214984026,0.087348799,-0.101377688,-0.204203838,-0.044678629,0.645951955,-0.010463665,0.528483357,0.420997322,-0.019912992,-0.367470604,0.245201807,0.181892346
O43617,0.95943239,1.00016144,2.729539981,-0.328688062,NA,-0.668503423,NA,-0.719807796,0.521275257,-0.199187044,1.572582939,-1.403139027,NA,0.197013141,NA,-1.365580051,-0.116722276,3.352438762,-0.427970795,0,-1.767526595,0.726686885,-1.177647009,1.284771502,-2.054352926,-0.594595213
O43639,-0.948237926,0.801541077,0.096363542,0.074427696,-0.091006887,-1.646777636,-0.24097725,-0.230237455,0.398828391,-0.311021422,-0.040548752,0.107675951,-1.006583126,-0.16994817,0.937937531,0.101062527,0.377681172,NA,-1.211247103,0.316801868,0.379713672,-0.539885286,0.230714176,-0.697171122,0.347440951,0
O43678,0.514520621,0.386800851,0.395716877,0.398189686,0.539052191,NA,-0.016409797,-0.65599538,NA,0.172677814,0.130861001,-0.041608827,0.753345319,-0.660319711,NA,-0.316781572,-0.665629039,0.087604471,1.263814421,0.004039316,0.23316866,0.212550549,0.122330565,1.174024112,0.231949026,0.720358785
O43681,0.336869051,0.238292172,-0.167375065,0.219642463,0.185611909,0.150496803,-0.243088488,0.086587056,-0.086888466,-0.108734666,-0.43254923,-0.46337415,-1.48012768,0.353918834,1.030088048,-0.416124159,0.321791479,NA,0.057953371,0.121770091,-0.012452658,-0.039830441,0.134878747,-0.103806417,-0.556860511,-0.711008421
O43684,-0.437839761,0.114778769,-1.419394408,-0.427131858,0.645491251,0.516223548,0.362904644,-0.895178861,-0.078627078,-1.505563043,-0.026627008,-0.17155185,-3.022101251,-1.028277174,NA,-1.222403237,-0.925631914,NA,-0.898877467,-0.040413412,-1.215359724,-0.314812978,0.941781701,0.537914336,0.551776536,0.648372064
O43707,-0.086448313,-0.081235521,-0.086432487,0,-0.126265813,-0.03848179,0.047254949,0.090081703,-0.332068355,-0.105708481,0.038583879,0.272607464,-0.053316302,-0.067945853,0.190910636,0.034448872,0.019216847,-0.666781606,-0.308909086,0.090422436,-0.04922713,0.344180446,-0.254815658,0.363124102,-0.240935964,0.157198004
O43752,-0.043663801,0.073110936,-0.997204427,0.473518693,1.098174966,0.026351759,0.120354462,-0.88348381,-0.217294848,-0.362335318,-0.210246196,-0.04644528,0.122865813,-0.227600787,-0.028632417,-0.070148284,-1.720836311,-0.133759582,0.430309629,0.496141774,-0.225557332,0.494189689,-0.213194917,-0.541097741,-0.524974294,-0.794106366
O43768,0.102505663,1.771311472,-0.631751931,-0.523196123,-3.171749881,0.569154033,0.454244415,0.803590485,-0.487033273,0.438296872,-0.409535972,0.945203808,NA,-0.283541856,-0.854534886,-1.043925858,0.555526804,1.196511892,0.716659041,0.485481481,-0.24302222,-1.916558048,-2.029993916,0.263163231,-0.343195464,NA
O43776,-0.075599781,-0.079878283,-0.335514634,-0.395283031,-0.732171519,-0.346815462,0.016108518,0.691805647,-0.547678972,-0.090718864,0.018204903,0.369483751,-0.400378532,-0.083859226,-0.0002414,0.05432407,-0.267351846,-0.213287837,0.520438726,-0.145970393,0.17203425,-0.405228511,0.122045731,-0.09369423,-0.248153107,0.06296936
O43795,-1.366264675,-0.191248599,0.592992378,-0.894067758,-0.645418385,-1.026674149,-0.940746703,0.694788723,1.082398556,-0.586259801,-0.071842864,-0.236205264,NA,-0.931626076,0.380059197,-0.366273888,0.295848702,1.261887878,0.397612681,0.416989209,-0.119651819,0.551409898,0.803070594,0.249269336,-0.442561768,-0.081363829
O43813,0.102210959,-0.178672994,-0.179039228,-0.376242744,0.421269558,-0.401644804,0.518603872,0.144550885,-0.472772013,0.235397437,0.390837192,0.019038792,-0.186835467,-0.131517898,-1.41989169,0.141968131,0.151235303,-0.475169775,-0.047163906,-0.591689737,-0.350166701,-0.296348885,0.225190825,-0.033365871,0.056753795,0.119258365
O43837,0.098019965,-0.178998431,0.248022799,0.363567937,0.278644783,-0.407611522,0.545773092,0.197142816,0.379034731,0.047140277,-0.128941564,0.031854991,-0.793901044,-0.024227941,0.01843562,0.129220279,0.341137026,0.135872996,0.272095043,-0.110417777,-0.009214272,0.214504633,-0.030224404,0.041807499,-0.414045079,-0.315858803
O43852,-0.094460299,-0.156308731,-0.444955482,-0.182340394,-0.512796036,1.029929034,0.662593807,-0.156405727,-1.505388549,0.663287043,-0.591146995,1.140938318,0.02195113,-0.98298789,0.358068413,-1.065694013,0.040461649,0.877074065,0.774857002,0.70963941,0.693494468,-0.354580455,-0.366668058,0.768396592,0.914322291,0.007466945
O60218,-0.514585662,-0.823631672,NA,-0.007642204,0.35796081,0.391386857,-0.138497941,-0.854023495,0.431078871,-0.716229626,0.449693301,0.104673699,0.966737841,-0.287100815,0.142224231,-0.173480654,0.035584645,1.829898477,-0.159595576,-0.768587425,0,-0.340643348,0.012899634,-0.012857809,-0.049677849,0.12895497
O60220,1.11846027,-0.878003383,-0.044276837,0.18568142,-0.45255338,-0.370546725,-0.898495603,0.532811849,-0.516653094,0.361413884,0.784924025,0.186019874,-0.572785133,0.039942956,-0.774661888,-0.223272052,-0.735719479,-1.779809206,0.749378554,0.347148956,0.642604258,-2.471394859,-0.620859469,0.254918359,0.320782373,0.509366831
O60313-2,-0.151175704,-0.30997229,0.004621026,-0.181738075,0.720559328,-0.75574234,-0.237297906,0.083145075,0.029263041,-0.383547785,0.01098123,0.006741646,-0.081553836,0.060616418,0.058071323,0.088459703,-0.42416074,0.641890278,0.069467334,-0.140071146,-0.133125936,0.066273272,0.404412681,0.152457942,-0.417928235,0.115209756
O60383,-0.778457665,0.217043166,-0.286553792,0.122983837,-0.072526021,0.007086059,-0.084468238,0.433467465,0.768412815,0.538540661,-0.233981076,0.317910693,-0.035569516,0.578082392,-0.067115468,0.326292138,0.368750876,0.115769604,0.851199102,-0.262154087,-0.266965354,0,0.398988029,0.016377505,-0.341622864,0.308587373
O60443,0.207168511,0.8545345,0.401512651,0.079465178,-1.47194638,-0.001212031,0.092196331,0.241125904,0.757827966,-0.593896388,-0.403961546,-0.187538022,0.315361132,0.803581887,-0.772178552,0.347378736,-1.925203694,NA,0.111326766,-0.033834137,0.762784937,-0.825888156,0.23754267,-0.997662261,0.132995751,-1.04931118
O60493,1.229497265,0.3685772,0.268773691,1.117110232,1.45577706,0.295825699,0.75392549,0.261435222,-0.832306533,-0.021886628,-0.037098427,0.462094478,1.32814226,-0.346928328,-0.220607816,0.453430478,-0.306163416,-1.090596123,-0.659439291,0.867975013,-0.365108016,0.000794548,0.164866471,-0.220471572,1.012842185,0.939645392
O60506,-1.424307442,-0.589447332,0.936585369,-1.655046316,0.332505998,0.267183547,-0.173696458,0.012282892,0.412741957,0.642036508,-0.587521594,-0.417389883,NA,0.144524964,0.183260873,-0.684471368,1.121457004,NA,0.710912505,-0.243364009,-1.209685128,-0.603097234,NA,-1.025051614,0.513709906,-0.46780952
O60524,0.265414623,-1.125709569,-0.049847573,0.236059299,-1.13207739,-2.066413129,0.332622782,-1.667436468,-0.242431273,1.077089435,-1.360349012,-1.415446354,-0.348630684,-0.049599462,-1.646640612,-1.197600707,NA,NA,0.784760381,1.50103544,1.881156045,-1.272438628,2.89195573,NA,2.374833432,0.43469394
O60547,-0.366625084,-0.45188811,0.04124636,0.24895385,0.370970689,-0.099906588,-0.408110744,0.041875673,0.079409139,-0.004925751,-0.052544707,0.44979226,-0.195163787,0.646627066,-0.149838317,-0.236779894,0.348958029,0.783531882,0.420929902,-0.224687222,0.056224748,-1.349454829,-0.196009596,0.613806314,0.227342468,-0.262622351
O60566,-0.49431501,-0.400300964,-1.137694251,-0.545159704,-1.112923907,-0.460399065,-0.977996746,-1.001073885,-0.024743337,-1.919584019,-1.587188254,-1.194012605,0.075029157,-0.207638974,-0.574126885,-1.080682502,-1.415046851,0.085115743,-1.055028123,-0.75995403,-1.151670853,-1.094029637,-0.671462619,0.095404126,-0.891778305,-0.302249831
O60610,-0.883413939,0.49586581,-0.030212805,-0.099624322,-0.443605112,0.125959341,0.033756191,-0.148380034,0.633316218,0.305410679,0.2032792,-0.200657975,0.400002304,-0.457742098,-0.151139401,0.31271723,-0.149122461,-2.396292021,-0.200308511,-0.149591726,-0.086919787,-0.145729323,-0.6364668,-0.03044183,-0.134746967,0.17675171
O60664,-0.195372122,0.085703348,-0.091526549,-0.097249329,-1.100008282,-0.039096427,0.334412284,0.281599262,-0.005693634,0.525618703,-0.091795323,0.272803688,0.19931109,-0.179006341,-0.128703885,-0.106371127,-0.194627617,-0.42161538,0.034081235,0.726931057,0.166121776,-0.394329275,0.059528466,0.187945521,0.387771734,0.362924378
O60684,0.943521176,1.220011764,1.030342179,-0.361524845,-0.767994388,-1.057290832,-1.167567592,-0.679424579,NA,0.543755639,0.83976257,-0.050351844,NA,0.999794646,-0.284266143,-0.821170283,0.023882631,NA,-0.06841976,0.567207598,0.832191994,NA,0.816458901,0.661069269,0.42437769,0.21197982
O60701,-0.907903799,0.144995066,0.96529727,0.002823287,0.30266883,0.519152303,0.723886293,-0.517958448,-0.314580079,-0.255625882,-0.031395488,0.691492677,-0.039478845,-0.116582677,-0.836250893,-0.318508304,-0.573020808,1.85123055,0.268837829,-0.00245434,0.21165482,0.424498661,0.994947316,0.645628443,0.434511253,-0.477597339
O60716,-2.346823489,-0.118181931,0.120813698,-1.285346741,-0.403948368,-0.224632521,-1.090119523,-0.961999576,0.42700784,-0.058855322,-0.594604771,-0.735093936,0.484340302,0.131505438,0.054587699,-0.704805902,0.330440975,0.002128532,-0.33518764,-0.255487881,0.04002408,0.26041612,0.421799276,0.999855946,-1.188350257,-1.652835247
O60749,0.519197124,-0.75923179,0.009108903,-0.28361491,0.476960412,-0.337813307,0.094024011,-0.522439494,0.680448604,0.176320879,0.387941929,-0.037760613,-0.907152099,0.081261381,0.392215722,-0.112400287,0.459006184,NA,-0.376666477,-0.178649262,0.710979294,0.807770056,0.005535054,-0.582911564,-0.473770736,-0.005556372
O60763,0.095498669,-0.497371245,0.395406289,-0.293901811,0.133314461,0.156599732,0.001475234,-0.543611469,-0.827519406,0.31510776,-0.354275282,0.211226026,1.307877802,-0.690824011,0.252435182,-0.288138529,-0.124736193,0.322283567,0.079816458,0.08013017,-0.58603285,-0.75039968,-0.071896621,-0.317565768,-0.151808391,-0.076350665
O60825,-0.098156384,0.52076698,-0.033963926,-0.426434016,-0.058473585,-0.123678734,-0.901677014,-0.494020027,0.621142188,-0.282869486,-0.066539253,-0.079855591,-0.108448154,-1.04200327,1.007538452,0.136248494,0.115085628,0.761362859,-0.028916421,0.54521499,0.422127694,-1.022644098,0.280304757,0.822696152,-1.799439272,-0.011537059
O60825-2,NA,-1.135169924,0.082606838,-0.875955726,-0.140646222,-0.55542143,-1.445073506,-1.260534074,-0.108916496,-0.640190739,0.023796913,-0.713859904,-2.024712454,-0.983935057,0.222281272,-1.088384485,NA,NA,0.930855997,0.413376891,-1.141705363,NA,-0.083205162,0.749156514,0,-0.819127791
O60826,0.028136255,0.582077028,0.521764871,0.112061448,-0.176753012,-1.10156294,-0.665342814,0.415799762,-0.998136778,0.198901997,-0.088822551,0.441258458,0.807959532,-0.49945514,-1.054543413,0.628545474,-0.041226082,NA,-0.290287923,0.295323542,0.546160011,-1.553112243,-1.13321068,0.400635242,-0.303454105,0.257540755
O60831,1.292083071,NA,-0.524599937,-0.534351047,0.0981868,1.261730652,-2.981946679,1.145009729,0.500034002,-0.330802405,-1.204462441,-1.82923732,-0.899711109,1.277572363,1.941469663,1.013921921,0.933159121,0.076860862,-0.391216863,-0.607030997,-0.709650914,1.385568196,-0.292048436,-0.04809372,-1.190428916,-0.087238963
O60869,-0.01431945,0.569354885,0.206278858,-0.223586409,-0.209700313,0.218258653,0.47168176,0.266896254,-0.399438283,0.638457194,0,0.259446389,-1.080284217,-0.224447,0.512446418,0.027581774,0.151336882,NA,-0.257539005,-0.133914705,0.521948245,-0.543155107,-0.526802471,-0.390967129,0.248575725,0.259167855
O60879,-0.086601911,-1.022440362,-0.095554875,0.91459784,0.142436647,-1.607177418,-0.046177612,-0.195395173,0.003106403,-0.012987012,0.952305052,0.578386217,-0.344136601,-1.434947786,0.276263176,0.439574231,1.089244064,-0.703767517,-0.610513708,-2.067121406,-0.583813113,0.080197267,-0.194444527,0.241662279,-0.513629416,-1.242629814
O60884,1.071963877,0.559071116,0.213257585,0.405849692,-0.22091032,-1.359682786,0.444477959,-0.444291598,-0.472057733,0.299365859,0.291907956,-0.487022163,-0.90089495,0.099331101,0.127774545,-0.314673366,0.729720595,0.900011507,0.386021386,-0.277449218,0.300883361,0.351632209,0.307921133,0.239187461,-0.041996128,0.479430657
O60888,NA,1.698102483,-0.993800381,1.020840116,0.461909792,NA,0.098034892,0.271720567,1.965219116,2.066347588,-0.068521954,-0.491473418,1.914363535,1.625927847,0.770178997,0.938887974,1.993743517,-0.466277202,0.064073078,0.52863304,NA,NA,-1.49894757,-1.524740219,-0.950325939,-3.119182682
O60925,1.458321967,1.125228658,0.344064573,0.572768564,0.291302345,-0.011858339,-1.092252626,0.536925907,1.124868185,-0.150222375,0.724407989,1.055787858,0.689041684,1.039044994,-0.068550418,0.180420106,-0.256678168,NA,-0.363735899,-1.15145166,-0.315461948,-0.04936002,-2.162711339,0.011761663,0.323619277,-0.786776127
O60927,4.111035415,4.82630071,0.093980125,0.910801918,-1.353790446,-0.107110019,-0.423756882,-0.384387355,0.145530237,0.074047921,0.714043591,1.385767541,-0.240648416,1.114692922,-1.658604856,-0.350853136,1.024573969,NA,-0.183624293,1.685877107,-1.463488251,-2.274845104,NA,-2.290888111,0.894687411,-0.184870315
O75027,-0.915323591,-0.077321648,0.999840028,0.28069285,0.439025261,1.286930346,-0.844276551,-0.201019301,0.026581121,-0.087741466,0.830978379,0.00604646,NA,-0.838933114,0.461548758,0.045711366,-0.155432625,0.899848768,-0.732024022,-1.369375902,-0.647921157,1.09211586,-1.142600765,-0.265989738,-0.192643592,-0.328459807
O75083,0.182499194,0.555601014,-0.095931339,-0.036205295,-0.478764395,0.075693019,0.267813373,0.021739959,-0.312396347,-0.309565795,0,0.167417611,-0.359079324,-0.23867143,-0.323801437,0.201496702,0.233093226,-2.092898911,-0.219617349,-0.047426006,0.369540243,-0.413452869,0.178796901,0.144227919,-0.095978688,0.123943911
O75165,0.863683942,0.39390518,0.389154224,0.048905445,-0.211116402,-0.144026209,0.131710571,0.196264113,0.004783817,-0.446140753,-0.253940066,0.243016679,-0.389423902,0.036819899,0.212269939,-0.012373269,-0.100227134,0.889796088,0.054064801,0,0.07068456,0.045936561,0.237894888,0.005905951,0.0958478,-0.016009316
O75190-2,0.240984703,-0.489139906,-0.121924195,1.264118543,1.115681774,-0.982381829,-1.061743325,-0.391012971,-1.25147993,0.190646327,-0.327700194,-0.316281717,-0.447505737,1.073882122,0.741065033,1.289893752,-0.453254127,0.586079152,-0.45045616,-1.080366288,0.275640135,2.181913504,-0.02265467,-0.157277322,-1.287634241,-0.663814607
O75208,1.215281883,-0.047624042,0.600296137,0.495661225,-0.1834687,-1.127868985,0.784571374,-0.116263593,0.620696442,-0.134957206,NA,0.418789261,1.080092279,-0.209899862,0.06810873,-0.18136814,0.463674559,0.018584511,-0.291997391,0,0.859066112,0.469424309,-0.387264961,-1.375585629,0.141229284,0.173255867
O75251,1.670381513,0.963915184,0.419823179,0.861965906,1.26843588,-0.678577252,-0.077720209,0.014449297,-0.482489566,0.521986591,-1.593007247,-0.20264184,0.526677017,0.452853332,NA,0.792979907,0.738451947,0.316180612,1.405739001,0.827090341,1.58685206,0.499115258,-0.223597402,0.000471094,-0.956978334,0.662910293
O75306,-0.21725229,-0.228635803,1.02719118,1.078435454,-0.258329894,NA,-0.210122592,-0.010226136,-0.949072112,0.564276499,-0.551526637,-0.476761828,NA,-0.584993753,1.712009207,-0.422410468,NA,-0.627296634,-0.258165948,1.008449808,0.673116466,0.029393377,0.020113238,0.591501355,-1.209535658,0.391915516
O75323,0.275280083,1.641254604,0,1.116756358,1.754763281,NA,0.309019619,-0.552029146,1.75384135,0.1825468,-0.687837744,NA,1.438174283,0.449836804,NA,-0.58825924,-1.505816038,3.035671219,-1.159295133,-0.266341783,-1.735833034,NA,-0.131027759,1.252658392,-1.105185477,-0.64652979
O75347,-0.444271152,0.38055887,-0.270827662,-0.8378834,-1.389076772,0.350868595,-0.735164404,-0.219195444,0.018626921,-0.132680078,-0.205414508,-0.032284168,-0.433162963,0.053326582,-0.303869719,-0.465556378,-0.444528032,0.232062256,-0.407926419,-0.079064265,0.027155605,-1.008282892,-0.239677574,-0.37140864,0.38728044,-0.96661321
O75348,-1.23651953,0.652450722,-0.239499255,-0.488792548,0.342092282,0.625598644,0.005524941,0.214981146,-0.037213838,0.089836874,-0.147281779,-0.00554618,0.034972434,0.495855143,-1.040920188,-0.415856139,-1.847693744,NA,0.413725113,0.412422019,0.594874138,NA,-0.059445079,-0.624047642,0.369001345,NA
O75369,0,0.197640224,0.281204825,0.107386536,0.17934511,-0.28209363,0.293575291,0.541337207,-0.17129313,0.447740361,0.124366681,0.260491616,-0.347600226,0.15714575,-0.273658124,0.044357537,0.581632413,-1.102661356,0.156956723,0.831908995,0.078336193,0.064515643,-0.093416673,0.132067178,0.243102957,0.054761136
O75380,-1.420421972,NA,0.155103463,0.187815293,0.446553623,-1.36156195,0.003811125,0.082281191,-0.864448747,-0.052153781,-0.127776908,0.296025911,1.679917526,-0.741212677,0.3776347,0.121407764,-0.122994114,NA,0.478121358,-1.706948848,-1.611692091,-2.821249643,NA,0.273950908,-0.321111318,0.811717289
O75390,0.106086229,0.25477596,0.152722409,0.012329495,0.51429064,0.048298808,0.293699529,-0.318037813,0.528790052,0.376314488,0.046192245,0.274400092,0.458280229,0.563110574,-0.061125865,-0.17165071,0.021659343,-0.462005333,0.035287657,-0.369953965,-0.290193057,0.589625746,-0.450076214,0.450273239,-0.221927638,-0.36486197
O75396,-0.260736165,-0.044156451,0.21165239,0.360899612,0.238254423,0.130097485,-0.580531013,-0.52188352,-0.608415156,-0.744179231,-0.495030996,-0.078710775,0.074380048,0.04633346,0.489003176,-0.36580002,-0.043819387,0.527124802,-0.031443158,0.006884539,-0.211363456,0.394656382,-0.087996407,-0.284900341,-0.480432355,-0.314216677
O75436,0.920018652,0.807589381,-0.033276985,0.032709041,-0.200887618,0.242736487,0.815954866,0.639425753,-0.253665762,0.18591123,0.680285897,0.842656933,0.794597752,-0.012494807,1.110477365,-0.253696762,-0.185599292,-0.175423167,0.84154169,0.378515205,-0.005014375,-0.096322671,1.001206825,-1.610272541,0.404743405,-0.186092829
O75439,1.467612699,-0.128945256,-0.096718831,1.529318099,1.820471443,-2.081468269,1.43297917,-2.209438035,-0.982398274,-1.170286203,0,-0.376070629,NA,-0.166033014,1.797024897,-1.395716244,-1.537435129,NA,-0.032892155,-0.316091617,1.709259228,-1.256486435,NA,-0.802104279,0.266336547,-0.580476353
O75477,0.14596988,-0.750328763,NA,-0.085000625,-1.397517818,0.42316387,NA,-0.590373462,-0.011054876,0.241156407,-0.00729153,0.118952958,-0.502037898,0.3873871,-1.53414446,-0.158929627,-0.583780594,0.564303434,-0.314616728,-0.224582889,-0.95594324,-0.456594181,-0.781213834,0.997426446,-1.402285972,0.118995601
O75489,-0.740466534,-1.250544348,-0.948596609,-0.99536614,0.289882276,0.530057894,-0.36846563,-0.084965863,0.409693969,-0.000375089,-0.499903271,0.283215453,-0.453232063,0.047294267,-0.494565856,0.422546149,-0.351937883,-0.878197691,0.798877165,-0.537690841,0.492379434,0.536755923,0.999257801,0.089978059,0.405980941,0.386569276
O75521,0.107319816,-0.690625923,0.033393931,-0.23684351,-0.022227574,0.045560564,-0.53512536,-1.223862104,-0.185193299,-0.800859597,-0.338600128,0.038312432,-0.061958398,-0.121393503,-0.039036643,-0.749387416,-0.509824669,-0.478130236,0.330409438,-0.83308463,-0.548055803,-0.131971092,-0.073295845,0.051164872,-0.019958401,0.393847086
